Дата;Наименование препарата как у нас;Наименование препарата как у аптеки;Наименование АС;Ссылка на препарат;Город;Цена
24-03-2022;;Такем Сила хондроитина и глюкозамина капсулы 800 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;8 005 ₽
24-03-2022;;Хондроитин Акос мазь 5% 50 г;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;679 ₽
24-03-2022;;Орихиро глюкозамин и хондроитин таблетки 360 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;9 638 ₽
24-03-2022;;Orihiro глюкозамин и хондроитин таблетки 900 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;18 750 ₽
24-03-2022;;Хондроитин-акос мазь для наружного прим 5% 30г;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;500 ₽
24-03-2022;;Хондроитин-АКОС капсулы 250 мг 50 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;1 093 ₽
24-03-2022;;Глюкозамин-хондроитин комплекс капсулы 0,32 г 60 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;1 261 ₽
24-03-2022;;Глюкозамин-хондроитин комплекс капсулы 0,32 г 90 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;849 ₽
24-03-2022;;Natrol глюкозамин и хондроитин капсулы 90 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;4 920 ₽
24-03-2022;;Хондроитин усиленная формула 417 мг капсулы 60 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;1 169 ₽
24-03-2022;;Магния сульфат раствор 250 мг/мл ампулы 5 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;49 ₽
24-03-2022;;Глюкозамин Хондроитин Комплекс ультра капсулы 90 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;915 ₽
24-03-2022;;911 гель для суставов с хондроитином 100 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;257 ₽
24-03-2022;;Хондроитин-Верте капсулы 250 мг 50 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;1 600 ₽
24-03-2022;;Комплекс глюкозамина и хондроитина и МСМ таблетки 120 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;8 511 ₽
24-03-2022;;Vplab Глюкозамин хондроитин МСМ таблетки 90 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;2 899 ₽
24-03-2022;;Нейчес Баунти Natures Bounty Глюкозамин-Хондроитин капсулы 110 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;1 661 ₽
24-03-2022;;Глюкозамин-Хондроитин плюс таблетки 150 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;7 550 ₽
24-03-2022;;Файн хондроитин и глюкозамин таблетки 150 мг 545 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;10 503 ₽
24-03-2022;;Акулий Жир с хондроитином и глюкозамином гель-бальзам для тела 125 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;263 ₽
24-03-2022;;Акулий Жир Акулья Сила бишофит с хондроитином крем для тела 75 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;401 ₽
24-03-2022;;911 Экстренная помощь Гель-бальзам Хондроитин 100 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;164 ₽
24-03-2022;;Solgar комплекс Глюкозамина и Хондроитина таблетки 60 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;4 812 ₽
24-03-2022;;Софья хондроитин-глюкозамин крем для тела 125 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;309 ₽
24-03-2022;;Артроцин крем с хондроитином и глюкозамином, 50 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;541 ₽
24-03-2022;;"Серия 03 Гель-бальзам для тела ""Глюкозамин, Хондроитин, Сабельник"", 75 мл";36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;139 ₽
24-03-2022;;Эльбона раствор 200 мг/мл 2 мл 6 шт + растворитель 1 мл 6 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D1%8C%D0%B1%D0%BE%D0%BD%D0%B0;Москва;1 832 ₽
24-03-2022;;Эвалар Хонда форте таблетки 30 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;1 155 ₽
24-03-2022;;Хонда форте таблетки 60 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;2 202 ₽
24-03-2022;;Хонда капсулы 350 мг 30 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;809 ₽
24-03-2022;;Хонда дринк пакет-саше 9,8 г 10 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;2 643 ₽
24-03-2022;;Эвалар Хонда Глюкозамин Максимум таблетки 30 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;1 157 ₽
24-03-2022;;Эвалар Хонда крем 50 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;666 ₽
24-03-2022;;Эвалар;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;2 645 ₽
24-03-2022;;Хонда форте таблетки 30 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;1 470 ₽
24-03-2022;;Эвалар;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;1 382 ₽
24-03-2022;;Доппельгерц Актив глюкозаминхондроитин капсулы 1232 мг 30 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;1 406 ₽
24-03-2022;;Nature's Bounty глюкозамин-хондроитин+ СаD3 таблетки 120 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D1%81%D0%B0%D1%82;Москва;3 665 ₽
24-03-2022;;Геладринк артродиет порошок 390г ананас;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B4%D0%B6%D0%B5%D0%BA%D1%82;Москва;3 229 ₽
24-03-2022;;Геладринк Артродиет порошок малина 390 г;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B4%D0%B6%D0%B5%D0%BA%D1%82;Москва;3 181 ₽
24-03-2022;;Геладринк артродиет 390,0 /апельсин/;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B4%D0%B6%D0%B5%D0%BA%D1%82;Москва;3 261 ₽
24-03-2022;;Геладринк артродиет капсулы 360 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B4%D0%B6%D0%B5%D0%BA%D1%82;Москва;3 221 ₽
24-03-2022;;Артравир-Тривиум 500 мг капсулы 60 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%B0%D0%B2%D0%B8%D1%80+%D0%B8%D0%BD%D0%BA%D0%B0%D0%BC%D1%84%D0%B0%D1%80%D0%BC;Москва;1 879 ₽
24-03-2022;;Артравир-Тривиум раствор для внутримышечного введения 100 мг/мл ампула 2 мг 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%B0%D0%B2%D0%B8%D1%80+%D0%B8%D0%BD%D0%BA%D0%B0%D0%BC%D1%84%D0%B0%D1%80%D0%BC;Москва;2 532 ₽
24-03-2022;;Хондроксид мазь для наружного применения 5% 30 г в тубе;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%BA%D1%81%D0%B8%D0%B4;Москва;1 067 ₽
24-03-2022;;Хондроксид гель для наружного применения 5% 30 г в тубе;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%BA%D1%81%D0%B8%D0%B4;Москва;1 120 ₽
24-03-2022;;Хондроксид максимум крем для наружного применения 8% 50 г в тубе;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%BA%D1%81%D0%B8%D0%B4;Москва;1 523 ₽
24-03-2022;;Гиалрипайер-10 протез синовиальной жидкости 1,5% 2 мл;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B8%D0%B0%D0%BB%D1%80%D0%B8%D0%BF%D0%B0%D0%B9%D0%B5%D1%80;Москва;13 135 ₽
24-03-2022;;Гиалрипайер-02 протез синовиальной жидкости 1,5% 2 мл;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B8%D0%B0%D0%BB%D1%80%D0%B8%D0%BF%D0%B0%D0%B9%D0%B5%D1%80;Москва;13 135 ₽
24-03-2022;;Гиалрипайер-02 протез синовиальной жидкости флакон с иглой 5 мл;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B8%D0%B0%D0%BB%D1%80%D0%B8%D0%BF%D0%B0%D0%B9%D0%B5%D1%80;Москва;6 567 ₽
24-03-2022;;Гиалрипайер-10 протез синовиальной жидкости флакон с иглой 5 мл;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B8%D0%B0%D0%BB%D1%80%D0%B8%D0%BF%D0%B0%D0%B9%D0%B5%D1%80;Москва;6 041 ₽
24-03-2022;;Остеоколл (osteocoll) имплантат коллаген-содержащий для периартикулярного введения флакон 2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BE%D1%81%D1%82%D0%B5%D0%BE%D0%BA%D0%BE%D0%BB%D0%BB;Москва;6 982 ₽
24-03-2022;;Плексатрон (plexathron) имплантат коллаген-содержащий для внутрисуставного и периартикулярного введения 2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D1%82%D1%80%D0%BE%D0%BD;Москва;6 984 ₽
24-03-2022;;Траумель С таблетки для рассасывания 50 шт;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;969 ₽
24-03-2022;;Траумель с раствор для инъекций 2,2 мл 100 шт;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;16 566 ₽
24-03-2022;;Траумель C мазь для наружного применения 50 г;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;1 198 ₽
24-03-2022;;Траумель С раствор ампулы 2,2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;1 703 ₽
24-03-2022;;Траумель С капли для приема внутрь 30 мл;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;1 196 ₽
24-03-2022;;Траумель космо гель 25 гр;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;938 ₽
24-03-2022;;Траумель космо гель 50 г;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;1 595 ₽
24-03-2022;;Траумель С мазь 100 г;36 и 6;https://366.ru/search/?text=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Москва;1 868 ₽
24-03-2022;;Хиалубрикс раствор 1,5% 30 мг/2 мл 3 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%B0%D0%B9%D0%BB%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D1%81;Москва;24 306 ₽
24-03-2022;;Хиалубрикс 30 мг/2 мл 1 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%B0%D0%B9%D0%BB%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D1%81;Москва;9 466 ₽
